yr,cls,inc_cost,tot_cost,tech_type,base_cost,fuel_1,fuel_2,range_limited,intro_yr,intro,final,incr_cost,fuel_mo,cost,interval_k_miles,monthly_mi_dep_savings,subsidy,f1_mpgde,f2_mpgde,CD_range,flt,cohort,VMTShr,TruckShr,VMT,price_dge_f1,price_dge_f2,fuel_avail_pref_factor_multiplier,OPDAYS,VMTperday,fuel1_vmtshr,monthly_fuel_cost,base_monthly_fuel_cost,monthly_savings,pref_factor,indifference_calc,inc_cost_adj,adoption_curve,cumulative_proportion_willing_to_adopt,indiv_tech_adoption_rate,adj_indiv_tech_adoption_rate,final_mkt_shr,tech_shr_of_vmt,tech_shr_of_trk,conventional_diesel_ice,adv_conv,hev,bev,fcev,na
2024,78Sleep,167400,167400,base,167400,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,6.899535752194237,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.0947866083000006,NA,1,250,896.1680079175497,1,8374.502917364436,8374.502917364436,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.7310760647381144,0.03708824485870045,0.018919800738311017,NA,NA,NA,NA,NA,NA
2024,78Sleep,809.9001793835748,168209.90017938358,alt,167400,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.025378546928115,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.0947866083000006,NA,1,250,896.1680079175497,1,8224.493797629675,8374.502917364436,150.00911973476104,0.13447071068499755,0.13446883471798415,0.999934981721966,Moderate,1,0.2689414213699951,0.2689239352618856,0.09844558982514133,0.004994246586368482,0.002547711562304234,NA,6,NA,NA,NA,NA
2024,78Sleep,9202.400179383549,176602.40017938355,alt,167400,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.520215210206873,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.0947866083000006,NA,1,250,896.1680079175497,1,7683.314994335301,8374.502917364436,691.1879230291352,0.13447071068499755,0,0.9916407506470306,Moderate,0.8707376536273742,0.2341774222069205,0.23221987474185726,0.08500925183851663,0.004312607264158273,0.0021999873655743044,NA,NA,14,NA,NA,NA
2024,78Sleep,631987.4001793835,799387.4001793835,alt,167400,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,14.205045368344503,1,494.5581862672031,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,9.8160969276,NA,0.15445353795437128,250,896.1680079175497,1,12901.624917158579,8374.502917364436,-4527.1219997941425,0.020769477016536548,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2024,78Sleep,1,167401,alt,167400,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,9.287924850055868,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,2140.526570345949,8374.502917364436,6233.976347018487,0.12529103522648768,0.12529103522648768,0.9999999999008742,Moderate,1,0.25058207045297537,0.25058207042813624,0.0854690935982277,0.00433593551220662,0.0022118877886417787,NA,NA,NA,NA,1,NA
2024,78Sleep,1000000,1167400,alt,167400,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.0947866083000006,NA,1,250,896.1680079175497,1,57780.18228521087,8374.502917364436,-49405.67936784643,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2025,78Sleep,167100,167100,base,167100,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,7.0826454244148485,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1132364822999996,NA,1,250,896.1680079175497,1,8206.629165770395,8206.629165770395,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.5016995585693191,0.025451737474658374,0.012983677262133255,NA,NA,NA,NA,NA,NA
2025,78Sleep,1129.09687824914,168229.09687824914,alt,167100,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.231566823754742,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1132364822999996,NA,1,250,896.1680079175497,1,8037.628072505859,8206.629165770395,169.0010932645364,0.25,0.24996430498984504,0.9998731824165761,Moderate,0.9967272854070297,0.49836364270351485,0.49830044143068086,0.18201774598582343,0.009233948500515057,0.004710507772022195,NA,7,NA,NA,NA,NA
2025,78Sleep,9088.763544915768,176188.76354491577,alt,167100,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.7535225579123015,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1132364822999996,NA,1,250,896.1680079175497,1,7496.546772988775,8206.629165770395,710.08239278162,0.25,0,0.9918158993043612,Moderate,0.8707376536273742,0.4353688268136871,0.43180572449530175,0.15772874784286922,0.008001742504520504,0.004081923378191004,NA,NA,14,NA,NA,NA
2025,78Sleep,574931.7635449157,742031.7635449157,alt,167100,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,14.496058120511323,1,500.1644138128103,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.024830441199999,NA,0.21345079778654535,250,896.1680079175497,1,12911.458773128928,8206.629165770395,-4704.829607358533,0.05336269944663634,0,5.218048215738236e-15,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2025,78Sleep,1,167101,alt,167100,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,9.540687782227348,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,2083.8172654550085,8206.629165770395,6122.811900315386,0.23293368977573564,0.23293368977573564,0.999999999900518,Moderate,1,0.4658673795514713,0.46586737950512586,0.15855394760198824,0.00804360574173989,0.004103279042484879,NA,NA,NA,NA,1,NA
2025,78Sleep,1000000,1167100,alt,167100,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1132364822999996,NA,1,250,896.1680079175497,1,58124.64451081314,8206.629165770395,-49918.015345042746,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2026,78Sleep,166900,166900,base,166900,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,7.294435606504738,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1703064004000003,NA,1,250,896.1680079175497,1,8114.424829526849,8114.424829526849,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.31884731141795764,0.016175453866956575,0.008251573111116592,NA,NA,NA,NA,NA,NA
2026,78Sleep,1362.464125684027,168262.46412568403,alt,166900,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.382312714258571,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1703064004000003,NA,1,250,896.1680079175497,1,8017.83285182216,8114.424829526849,96.59197770468927,0.36552928931500245,0.365334904528505,0.9998149049597262,Moderate,0.8427352129942551,0.6160888069730346,0.6159747719904957,0.2253488489023473,0.011432180165425701,0.0058318901732440885,NA,15,NA,NA,NA,NA
2026,78Sleep,8889.29745901731,175789.2974590173,alt,166900,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.924095417010954,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1703064004000003,NA,1,250,896.1680079175497,1,7469.641175160646,8114.424829526849,644.7836543662033,0.36552928931500245,0,0.9921510830643168,Moderate,0.8427352129942551,0.6160888069730346,0.611253177102099,0.2236214957355202,0.011344549752806894,0.00578718733136844,NA,NA,15,NA,NA,NA
2026,78Sleep,517790.29745901714,684690.2974590171,alt,166900,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,14.70881986016272,1,505.77064135841755,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.1967696188,NA,0.2590823252051275,250,896.1680079175497,1,12942.941156153332,8114.424829526849,-4828.5163266264835,0.0947021782063086,0,2.4479307469960077e-12,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2026,78Sleep,1,166901,alt,166900,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,9.725484774000977,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,2044.2219988939548,8114.424829526849,6070.202830632894,0.3405763443249836,0.3405763443249836,0.9999999999002794,Moderate,1,0.6811526886499673,0.6811526885820424,0.2321823439441749,0.011778850436244655,0.006008736839102214,NA,NA,NA,NA,1,NA
2026,78Sleep,1000000,1166900,alt,166900,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1703064004000003,NA,1,250,896.1680079175497,1,59190.14940280679,8114.424829526849,-51075.72457327994,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2027,78Sleep,169800,169800,base,169800,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,7.503775917685355,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1782780442,NA,1,250,896.1680079175497,1,7907.882907673359,7907.882907673359,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.17933074681076822,0.009097634253412368,0.004640969879280129,NA,NA,NA,NA,NA,NA
2027,78Sleep,1619.8003587671496,171419.80035876716,alt,169800,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.548541609021706,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1782780442,NA,1,250,896.1680079175497,1,7860.986187259733,7907.882907673359,46.8967204136261,0.44039853898894116,0.4396128174436936,0.9997472505498702,Moderate,0.1538316543371343,0.4396128174436936,0.43950170554581475,0.18833255233954596,0.009554305157747483,0.004873931092352411,NA,40,NA,NA,NA,NA
2027,78Sleep,8713.800358767156,178513.80035876716,alt,169800,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.11218769435125,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1782780442,NA,1,250,896.1680079175497,1,7314.793932072655,7907.882907673359,593.0889756007045,0.44039853898894116,0,0.9927113047726936,Moderate,0.8131554612767673,0.7162249542343336,0.7110046088287282,0.3046752970835428,0.015456492922770727,0.007884810061140847,NA,NA,16,NA,NA,NA
2027,78Sleep,460672.80035876716,630472.8003587672,alt,169800,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,14.943434208268188,1,511.37686890402466,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.2716506974,NA,0.33608423666452697,250,896.1680079175497,1,12833.290492919681,7907.882907673359,-4925.407585246322,0.1480110068042712,0,1.319584663761475e-9,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2027,78Sleep,1,169801,alt,169800,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,9.929262134666752,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,2002.2686132445685,7907.882907673359,5905.61429442879,0.41033462663414894,0.41033462663414894,0.9999999999036565,Moderate,1,0.8206692532682979,0.8206692531892318,0.32766140376614306,0.01662260188750325,0.008479676422057946,NA,NA,NA,NA,1,NA
2027,78Sleep,1000000,1169800,alt,169800,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.1782780442,NA,1,250,896.1680079175497,1,59338.98132247499,7907.882907673359,-51431.09841480163,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2028,78Sleep,169500,169500,base,169500,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,7.617918954057153,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2270252688000003,NA,1,250,896.1680079175497,1,7908.865991052288,7908.865991052288,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.11245357550321644,0.005704886187176266,0.0029102296511288677,NA,NA,NA,NA,NA,NA
2028,78Sleep,1915.8597325756068,171415.8597325756,alt,169500,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.697384176021719,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2270252688000003,NA,1,250,896.1680079175497,1,7827.2175015011535,7908.865991052288,81.64848955113484,0.4762870634112167,0.4735408155334026,0.9996451797042069,Moderate,0.4866382579602361,0.4735408155334026,0.4733727936411649,0.20035647761135514,0.010164291322187597,0.005185102913189499,NA,26,NA,NA,NA,NA
2028,78Sleep,8907.234732575598,178407.2347325756,alt,169500,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.288473620474475,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2270252688000003,NA,1,250,896.1680079175497,1,7269.022367339847,7908.865991052288,639.8436237124415,0.4762870634112167,0,0.9923584888987211,Moderate,0.8427352129942551,0.8027677596605199,0.7966334009133254,0.3371775148437016,0.017105364044233837,0.008725947547697297,NA,NA,15,NA,NA,NA
2028,78Sleep,434030.1097325756,603530.1097325756,alt,169500,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,15.355608228069167,1,512.3141194957706,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.258342987199999,NA,0.39217687976031146,250,896.1680079175497,1,12472.640102712538,7908.865991052288,-4563.774111660249,0.18678877439881256,0,1.2299778529012428e-8,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2028,78Sleep,1,169501,alt,169500,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.151119501597355,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1958.508115463774,7908.865991052288,5950.357875588515,0.4437732122912979,0.4437732122912979,0.9999999999033152,Moderate,1,0.8875464245825958,0.8875464244967836,0.3500124320417268,0.017756492667836122,0.009058107342815667,NA,NA,NA,NA,1,NA
2028,78Sleep,1000000,1169500,alt,169500,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2270252688000003,NA,1,250,896.1680079175497,1,60249.100138335234,7908.865991052288,-52340.23414728294,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2029,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,7.7555629328580205,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2571352357000003,NA,1,250,896.1680079175497,1,7840.985724712953,7840.985724712953,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.08502361799193503,0.004313336073978972,0.002200359152824855,NA,NA,NA,NA,NA,NA
2029,78Sleep,2140.2460314010395,171440.24603140104,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.810193415219858,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2571352357000003,NA,1,250,896.1680079175497,1,7786.139857323983,7840.985724712953,54.845867388969964,0.4910068950189542,0.48488071061566046,0.9995561721096377,Moderate,0.09105680891792667,0.48488071061566046,0.4846655070327905,0.2082520637646768,0.010564842573530037,0.005389435846434312,NA,45,NA,NA,NA,NA
2029,78Sleep,9028.996031401039,178328.99603140104,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.422082450314788,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2571352357000003,NA,1,250,896.1680079175497,1,7220.453920084783,7840.985724712953,620.53180462817,0.4910068950189542,0,0.9921304838005466,Moderate,0.8131554612767673,0.798529876418422,0.7922458326201997,0.3404138055175421,0.017269544417158944,0.00880970076796207,NA,NA,16,NA,NA,NA
2029,78Sleep,407315.7460314011,576615.7460314011,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,15.667998954244853,1,513.2513700875165,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.2227176148,NA,0.45102114846019115,250,896.1680079175497,1,12181.507281062395,7840.985724712953,-4340.521556349442,0.22145449369332124,0,1.0403726058427765e-7,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2029,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.319267372723104,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1926.595097000058,7840.985724712953,5914.390627712895,0.45748819104836913,0.45748819104836913,0.9999999999030866,Moderate,1,0.9149763820967383,0.9149763820080649,0.366310512725846,0.018583311156765866,0.009479891687610093,NA,NA,NA,NA,1,NA
2029,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.2571352357000003,NA,1,250,896.1680079175497,1,60811.258243652665,7840.985724712953,-52970.27251893971,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2030,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,7.865268355939376,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3250624511,NA,1,250,896.1680079175497,1,7892.861105075846,7892.861105075846,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.07450120283040107,0.003779523070327059,0.001928045493898926,NA,NA,NA,NA,NA,NA
2030,78Sleep,2395.874013139273,171695.87401313928,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,7.938709275094531,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3250624511,NA,1,250,896.1680079175497,1,7819.844326877498,7892.861105075846,73.01677819834822,0.49665357453785763,0.48310513270964,0.9994438515350246,Moderate,0.2049167175893185,0.48310513270964,0.4828364545316618,0.2054135087738411,0.01042083974315053,0.005315975782014629,NA,37,NA,NA,NA,NA
