class,year,powertrain,mileage_bin,share_sales,share_mileage
78SU,2039,conventional_ice,40-60,0.003027294357910694,0.005371980303812322
78SU,2039,conventional_ice,60-80,3.163554716970716e-4,8.263737341142037e-4
78SU,2039,conventional_ice,80-100,9.14810776767865e-5,2.9402610842151685e-4
78SU,2039,conventional_ice,100-120,1.7085828520533376e-5,6.674682108515298e-5
78SU,2039,conventional_ice,120-140,2.143454249307625e-5,1.0379560749765763e-4
78SU,2039,conventional_ice,140-160,1.0982272975715658e-5,6.12779276527012e-5
78SU,2039,conventional_ice,160-180,1.4321284205962942e-6,9.235463766196487e-6
78SU,2039,conventional_ice,180-200,1.4787694488665626e-6,1.0848965792306735e-5
78SU,2039,conventional_ice,>200,3.223132594690407e-7,2.6602261902286518e-6
78SU,2039,adv_conv,0-20,3.6781810943991195e-4,0.00015983788341159151
78SU,2039,adv_conv,20-40,0.11518401255740038,0.12177405365263934
78SU,2039,adv_conv,40-60,0.04252801153185748,0.07547768821823753
78SU,2039,adv_conv,60-80,0.019265667662809162,0.050323763586412995
78SU,2039,adv_conv,80-100,0.005498511420901828,0.017671664234705595
78SU,2039,adv_conv,100-120,0.0012112867640583754,0.004734037772872778
78SU,2039,adv_conv,120-140,0.0030638013026301945,0.014839375123850244
78SU,2039,adv_conv,140-160,0.001484214597257117,0.008281490991247005
78SU,2039,adv_conv,160-180,1.857790573218754e-4,0.0011980460185965255
78SU,2039,adv_conv,180-200,1.8971855118811578e-4,0.0013918667805745215
78SU,2039,adv_conv,>200,3.988025119504994e-5,3.291533487537447e-4
78SU,2039,hev,0-20,0.07616741995961511,0.032947740679894345
78SU,2039,hev,20-40,0.21725960418961288,0.22972380060131986
78SU,2039,hev,40-60,0.05185957664219633,0.09201453574418825
78SU,2039,hev,60-80,0.020343546874935364,0.053139287013636856
78SU,2039,hev,80-100,0.005602441159114735,0.018005683989710145
78SU,2039,hev,100-120,0.0012097455854461962,0.004727936591416796
78SU,2039,hev,120-140,0.0030486484113351475,0.014765982819347635
78SU,2039,hev,140-160,0.0014768739964056677,0.008240532547680986
78SU,2039,hev,160-180,1.8486023472783904e-4,0.001192120744959925
78SU,2039,hev,180-200,1.8878024471884853e-4,0.0013849829118310992
78SU,2039,hev,>200,3.968301219307584e-5,3.27525428265303e-4
78SU,2039,phev,0-20,0,0
78SU,2039,phev,20-40,0,0
78SU,2039,phev,40-60,0,0
78SU,2039,phev,60-80,1.814476817688409e-4,4.75274077258034e-4
78SU,2039,phev,80-100,2.561928727604015e-4,8.241727730662162e-4
78SU,2039,phev,100-120,1.5712346315355447e-4,6.145248770446007e-4
78SU,2039,phev,120-140,6.575950568280783e-4,0.00318304010772343
78SU,2039,phev,140-160,4.152255096204979e-4,0.002316839036358299
78SU,2039,phev,160-180,6.040352360209512e-5,3.895283031569685e-4
78SU,2039,phev,180-200,6.723321588834352e-5,4.932552940138752e-4
78SU,2039,phev,>200,1.5731025323103785e-5,1.2983668631135072e-4
78SU,2039,bev,0-20,0,0
78SU,2039,bev,20-40,0,0
78SU,2039,bev,40-60,0,0
78SU,2039,bev,60-80,0,0
78SU,2039,bev,80-100,0,0
78SU,2039,bev,100-120,0,0
78SU,2039,bev,120-140,0,0
78SU,2039,bev,140-160,0,0
78SU,2039,bev,160-180,0,0
78SU,2039,bev,180-200,0,0
78SU,2039,bev,>200,0,0
78SU,2039,fcev,0-20,0,0
78SU,2039,fcev,20-40,0,0
78SU,2039,fcev,40-60,0,0
78SU,2039,fcev,60-80,1.6571448910435933e-4,4.3445586998642653e-4
78SU,2039,fcev,80-100,1.971114777436094e-4,6.346090881976595e-4
78SU,2039,fcev,100-120,1.3102509629956636e-4,5.125931438996955e-4
78SU,2039,fcev,120-140,5.390581587776042e-4,0.002605535786611825
78SU,2039,fcev,140-160,3.6860201079188734e-4,0.0020566933092895164
78SU,2039,fcev,160-180,5.7307893857520274e-5,3.6956530547574293e-4
78SU,2039,fcev,180-200,5.8523122848308534e-5,4.2935385115435646e-4
78SU,2039,fcev,>200,1.4613389037697028e-5,1.2061222771325666e-4
78SU,2040,conventional_ice,0-20,0.31801132416586153,0.1372675556742581
78SU,2040,conventional_ice,20-40,0.043303548458879904,0.04578552150833371
78SU,2040,conventional_ice,40-60,0.0017266769267445894,0.0030640147091347894
78SU,2040,conventional_ice,60-80,2.5968370625924935e-4,6.783375450371841e-4
78SU,2040,conventional_ice,80-100,7.509320188539762e-5,2.4135441426787496e-4
78SU,2040,conventional_ice,100-120,7.892638460645831e-6,3.078142659505745e-5
78SU,2040,conventional_ice,120-140,2.00753252025376e-5,9.721367161363533e-5
78SU,2040,conventional_ice,140-160,1.028585991614933e-5,5.7392142881655586e-005
78SU,2040,conventional_ice,160-180,1.3413136195723265e-6,8.649820193854015e-6
78SU,2040,conventional_ice,180-200,1.3849970250199167e-6,1.01610060705572e-5
78SU,2040,conventional_ice,>200,3.018745794560684e-7,2.491534675787763e-6
78SU,2040,adv_conv,0-20,0.0030969263353815475,0.0013444120989208508
78SU,2040,adv_conv,20-40,0.13831877631118053,0.1462353783592362
78SU,2040,adv_conv,40-60,0.04522599716166541,0.08026260646029962
78SU,2040,adv_conv,60-80,0.019268877104755517,0.050331859120741854
78SU,2040,adv_conv,80-100,0.005338358546264509,0.017156463563767644
78SU,2040,adv_conv,100-120,0.0011547802840814157,0.004513129402055522
78SU,2040,adv_conv,120-140,0.0028992845978950093,0.014042132553499617
78SU,2040,adv_conv,140-160,0.0014101020806908224,0.007867964443659704
78SU,2040,adv_conv,160-180,1.773800883454265e-4,0.0011438830171925697
78SU,2040,adv_conv,180-200,1.82149183248032e-4,0.0013363342471466133
78SU,2040,adv_conv,>200,3.8305799678104124e-5,3.161585462205687e-4
78SU,2040,hev,0-20,0.1170349333660184,0.05061150098919261
78SU,2040,hev,20-40,0.21598268931257755,0.22837312260817694
78SU,2040,hev,40-60,0.0504410051359622,0.0894994142838857
78SU,2040,hev,60-80,0.01979638101317467,0.051707058217503946
78SU,2040,hev,80-100,0.005379559532503866,0.017288875655065157
78SU,2040,hev,100-120,0.001150674244142288,0.00449705216105778
78SU,2040,hev,120-140,0.002888500054419929,0.013989899671941176
78SU,2040,hev,140-160,0.0014048568877199244,0.007838697773990695
78SU,2040,hev,160-180,1.767202830694064e-4,0.001139628086118098
78SU,2040,hev,180-200,1.814716382470635e-4,0.0013313634502831197
78SU,2040,hev,>200,3.816331260999216e-5,3.149825231460456e-4
78SU,2040,phev,0-20,0,0
78SU,2040,phev,20-40,0,0
78SU,2040,phev,40-60,3.452319002041611e-6,6.2146397465789315e-6
78SU,2040,phev,60-80,4.314643673772648e-4,0.0011294877720977967
78SU,2040,phev,80-100,4.456438799884943e-4,0.0014334480105869757
78SU,2040,phev,100-120,2.067656409456766e-4,8.085355139962619e-4
78SU,2040,phev,120-140,7.884151723683076e-4,0.003818538671789589
78SU,2040,phev,140-160,4.762898974489901e-4,0.0026575607747256697
78SU,2040,phev,160-180,6.846832978834944e-5,4.4153636629109513e-4
78SU,2040,phev,180-200,7.308418574609519e-5,5.361808304368916e-4
78SU,2040,phev,>200,1.6951872787758682e-5,1.3991300276540948e-4
78SU,2040,bev,0-20,0,0
78SU,2040,bev,20-40,0,0
78SU,2040,bev,40-60,0,0
78SU,2040,bev,60-80,0,0
78SU,2040,bev,80-100,0,0
78SU,2040,bev,100-120,0,0
78SU,2040,bev,120-140,0,0
78SU,2040,bev,140-160,0,0
78SU,2040,bev,160-180,0,0
78SU,2040,bev,180-200,0,0
78SU,2040,bev,>200,0,0
78SU,2040,fcev,0-20,0,0
78SU,2040,fcev,20-40,0,0
78SU,2040,fcev,40-60,1.7750988590276384e-5,3.1954173171413975e-5
78SU,2040,fcev,60-80,5.163259887480975e-4,0.0013524116260277442
78SU,2040,fcev,80-100,4.0708284755509286e-4,0.0013100145504134778
78SU,2040,fcev,100-120,2.0615392984819968e-4,8.063407026144038e-4
78SU,2040,fcev,120-140,7.342623221783175e-4,0.0035499448761867787
78SU,2040,fcev,140-160,4.543636612749992e-4,0.0025352186769707834
78SU,2040,fcev,160-180,6.587282310717142e-5,4.2479854615974134e-4
78SU,2040,fcev,180-200,6.764389982627232e-5,4.962682694289774e-4
78SU,2040,fcev,>200,1.6507131353084605e-5,1.3624231042607218e-4
78SU,2041,conventional_ice,0-20,0.24777636990187152,0.10691267151558079
78SU,2041,conventional_ice,20-40,0.024786599015240468,0.0262072602065944
78SU,2041,conventional_ice,40-60,6.48561810415184e-4,0.0011469973935473647
78SU,2041,conventional_ice,60-80,1.9967633507492034e-4,5.215881923740038e-4
78SU,2041,conventional_ice,80-100,4.5482615915489816e-5,1.459852523352634e-4
78SU,2041,conventional_ice,100-120,6.940095962320021e-6,2.7125939525386108e-5
78SU,2041,conventional_ice,120-140,1.8660915607459592e-5,9.036446999344396e-5
78SU,2041,conventional_ice,140-160,9.561168345166104e-6,5.334857214220775e-5
78SU,2041,conventional_ice,160-180,1.24681119759963e-6,8.040396009964659e-6
78SU,2041,conventional_ice,180-200,1.2874168831502512e-6,9.445111093173228e-6
78SU,2041,conventional_ice,>200,2.806059674966222e-7,2.3159932827419584e-6
78SU,2041,adv_conv,0-20,0.015549322927411173,0.006742903890970373
78SU,2041,adv_conv,20-40,0.15987198687183587,0.16902526622869735
78SU,2041,adv_conv,40-60,0.04663367379767987,0.08275768711252315
78SU,2041,adv_conv,60-80,0.018669973163779607,0.04876356651767949
78SU,2041,adv_conv,80-100,0.005043736248553882,0.01620947099520777
78SU,2041,adv_conv,100-120,0.0010704985168480362,0.004183688575911933
78SU,2041,adv_conv,120-140,0.002706578869831512,0.013107308930199634
78SU,2041,adv_conv,140-160,0.001329634413913924,0.007418977983931396
78SU,2041,adv_conv,160-180,1.6739336777978485e-4,0.0010794809743305822
78SU,2041,adv_conv,180-200,1.7194877618424725e-4,0.0012614991419262385
78SU,2041,adv_conv,>200,3.660293513260696e-5,3.021038812967433e-4
78SU,2041,hev,0-20,0.17481749103797872,0.0755678933558204
78SU,2041,hev,20-40,0.21294642819556164,0.2251614960404551
78SU,2041,hev,40-60,0.04988052140721483,0.08850755934089063
78SU,2041,hev,60-80,0.018838636901295717,0.049204094487984414
78SU,2041,hev,80-100,0.005041012076581482,0.016200599824877236
78SU,2041,hev,100-120,0.0010679093892099608,0.0041735698288510896
78SU,2041,hev,120-140,0.002700032687799289,0.01307560734885425
78SU,2041,hev,140-160,0.0013264185353718996,0.00740103430568976
78SU,2041,hev,160-180,1.6698850706477398e-4,0.0010768701215536486
78SU,2041,hev,180-200,1.715328976736794e-4,0.0012584480566212475
78SU,2041,hev,>200,3.651440659240351e-5,3.0137320722636873e-4
78SU,2041,phev,0-20,0,0
78SU,2041,phev,20-40,0,0
78SU,2041,phev,40-60,6.936395658475269e-5,1.2443835696594835e-4
78SU,2041,phev,60-80,0.0011651327748258156,0.0030481831155740975
78SU,2041,phev,80-100,7.546430609265106e-4,0.0024265910662962524
78SU,2041,phev,100-120,2.803255779159253e-4,0.0010959795719606316
78SU,2041,phev,120-140,9.572398166158033e-4,0.004635681648343038
78SU,2041,phev,140-160,5.419767888818477e-4,0.003024074755014999
78SU,2041,phev,160-180,7.662953100973387e-5,4.941660586320597e-4
78SU,2041,phev,180-200,8.133045351426868e-5,5.966794274289293e-4
78SU,2041,phev,>200,1.830908977061879e-5,1.511148508357473e-4
78SU,2041,bev,0-20,0,0
78SU,2041,bev,20-40,0,0
78SU,2041,bev,40-60,0,0
78SU,2041,bev,60-80,0,0
78SU,2041,bev,80-100,0,0
78SU,2041,bev,100-120,0,0
78SU,2041,bev,120-140,0,0
78SU,2041,bev,140-160,0,0
78SU,2041,bev,160-180,0,0
78SU,2041,bev,180-200,0,0
78SU,2041,bev,>200,0,0
78SU,2041,fcev,0-20,0,0
78SU,2041,fcev,20-40,0,0
78SU,2041,fcev,40-60,1.8276156006988376e-4,3.275220623110337e-4
78SU,2041,fcev,60-80,0.001399313005338736,0.0036617219677965115
78SU,2041,fcev,80-100,7.608640062199965e-4,0.002447509055384608
78SU,2041,fcev,100-120,3.005931575419833e-4,0.0011754752900699835
78SU,2041,fcev,120-140,9.480251822100372e-4,0.004588767047640428
78SU,2041,fcev,140-160,5.48307480538048e-4,0.0030593981954501444
78SU,2041,fcev,160-180,7.752462087803379e-5,4.999382854291031e-4
78SU,2041,fcev,180-200,7.963435983713732e-5,5.842360662965704e-4
78SU,2041,fcev,>200,1.852295354526975e-5,1.5287998459228238e-4
78SU,2042,conventional_ice,0-20,0.1630103977244075,0.07029370034156604
78SU,2042,conventional_ice,20-40,0.01067395439425429,0.011285739526892897
78SU,2042,conventional_ice,40-60,3.4321758089130613e-4,6.090448653109141e-4
78SU,2042,conventional_ice,60-80,1.418911500537494e-4,3.706435639588184e-4
78SU,2042,conventional_ice,80-100,2.7304666050060782e-5,8.775896507049647e-5
78SU,2042,conventional_ice,100-120,6.392021079113707e-6,2.4983743478248517e-5
78SU,2042,conventional_ice,120-140,1.7187221411066927e-5,8.322818591228112e-5
78SU,2042,conventional_ice,140-160,8.806101520075558e-6,4.913551621260515e-5
78SU,2042,conventional_ice,160-180,1.1483477317895322e-6,7.405427973784874e-6
78SU,2042,conventional_ice,180-200,1.1857466956339741e-6,8.699209568559681e-6
78SU,2042,conventional_ice,>200,2.5844588733379826e-7,2.13309411897866e-6
78SU,2042,adv_conv,0-20,0.043367673490271555,0.018760311054309954
78SU,2042,adv_conv,20-40,0.1745925541240853,0.18459095311303447
78SU,2042,adv_conv,40-60,0.046861383356867986,0.08315006268694239
78SU,2042,adv_conv,60-80,0.01733529790730441,0.045276815238655975
78SU,2042,adv_conv,80-100,0.004614652059250569,0.01483061445097076
78SU,2042,adv_conv,100-120,9.844869055657059e-4,0.0038476656844481268
78SU,2042,adv_conv,120-140,0.0025047898292070766,0.012130077783709127
78SU,2042,adv_conv,140-160,0.0012407033765164466,0.006922768347932326
78SU,2042,adv_conv,160-180,1.583522218426926e-4,0.0010211767227662264
78SU,2042,adv_conv,180-200,1.6198459763190222e-4,0.0011883971229836073
78SU,2042,adv_conv,>200,3.4762636749360416e-5,2.869149003500313e-4
78SU,2042,hev,0-20,0.23176511265258237,0.10016945736649557
78SU,2042,hev,20-40,0.21233850556429837,0.22451732983581943
78SU,2042,hev,40-60,0.04833497686607148,0.08575527997773945
78SU,2042,hev,60-80,0.017371670154907835,0.04537181329080141
78SU,2042,hev,80-100,0.004609200216172695,0.014813093263739955
78SU,2042,hev,100-120,9.833238128660936e-4,0.003843119974553124
78SU,2042,hev,120-140,0.0025018306199500067,0.012115747065000525
78SU,2042,hev,140-160,0.0012392375845069717,0.006914589649687516
78SU,2042,hev,160-180,1.5816514133186872e-4,0.001019970283976082
78SU,2042,hev,180-200,1.617932257590107e-4,0.0011869931266377258
78SU,2042,hev,>200,3.4721567468708866e-5,2.8657593329610654e-4
78SU,2042,phev,0-20,0,0
78SU,2042,phev,20-40,0,0
78SU,2042,phev,40-60,7.512391745515144e-4,0.001342155421888384
78SU,2042,phev,60-80,0.0024995546000904268,0.006533904021113337
78SU,2042,phev,80-100,0.0011669485358861695,0.00375151033594981
78SU,2042,phev,100-120,3.628437385039827e-4,0.001418408894959857
78SU,2042,phev,120-140,0.0011277522687411655,0.005461425378318176
78SU,2042,phev,140-160,6.273643880838904e-4,0.003500513024024576
78SU,2042,phev,160-180,8.521488632455173e-5,5.495310222691258e-4
78SU,2042,phev,180-200,8.949907385484724e-5,6.566083654477688e-4
78SU,2042,phev,>200,2.004521114368422e-5,1.654440023998269e-4
78SU,2042,bev,0-20,0,0
78SU,2042,bev,20-40,0,0
78SU,2042,bev,40-60,0,0
78SU,2042,bev,60-80,0,0
78SU,2042,bev,80-100,0,0
78SU,2042,bev,100-120,0,0
78SU,2042,bev,120-140,0,0
78SU,2042,bev,140-160,0,0
78SU,2042,bev,160-180,0,0
78SU,2042,bev,180-200,0,0
78SU,2042,bev,>200,0,0
78SU,2042,fcev,0-20,0,0
78SU,2042,fcev,20-40,0,0
78SU,2042,fcev,40-60,0.0011240655535822211,0.0020076613143569628
78SU,2042,fcev,60-80,0.0029243183679583764,0.007645978166878974
78SU,2042,fcev,80-100,0.0012276325308378648,0.003947179178370111
78SU,2042,fcev,100-120,3.892202594633299e-4,0.0015216609088796675
78SU,2042,fcev,120-140,0.0011789775327547853,0.0057072510320906825
78SU,2042,fcev,140-160,6.397869364235012e-4,0.003569827274371485
78SU,2042,fcev,160-180,8.690224069902354e-5,5.604123789701394e-4
78SU,2042,fcev,180-200,9.127126015108878e-5,6.696099787284975e-4
78SU,2042,fcev,>200,2.0442129759308325e-5,1.687199870689403e-4
78SU,2043,conventional_ice,0-20,0.09109800587647617,0.039244769675581284
78SU,2043,conventional_ice,20-40,0.0022092318198423306,0.0023358554807658975
78SU,2043,conventional_ice,40-60,2.2319031708790585e-4,3.960546434028755e-4
78SU,2043,conventional_ice,60-80,8.644406595074587e-5,2.2580644863995125e-4
78SU,2043,conventional_ice,80-100,2.4997185190176766e-5,8.034257214292395e-5
78SU,2043,conventional_ice,100-120,5.85183991487668e-6,2.2872400685093836e-5
78SU,2043,conventional_ice,120-140,1.573475228480519e-5,7.61946830800827e-5
78SU,2043,conventional_ice,140-160,8.061909642009018e-6,4.4983139362682825e-5
78SU,2043,conventional_ice,160-180,1.0513023987047272e-6,6.779605146380882e-6
78SU,2043,conventional_ice,180-200,1.085540826064636e-6,7.964050986551273e-6
78SU,2043,conventional_ice,>200,2.3660497057454403e-7,1.952829183936008e-6
78SU,2043,adv_conv,0-20,0.07853926132110362,0.033963729066065776
78SU,2043,adv_conv,20-40,0.18425786645960202,0.19481903735766715
78SU,2043,adv_conv,40-60,0.0447820869848017,0.0794476251869995
78SU,2043,adv_conv,60-80,0.01565167918077263,0.04087768756975549
78SU,2043,adv_conv,80-100,0.004174804970617751,0.013416917309439624
78SU,2043,adv_conv,100-120,9.012976222617483e-4,0.003522539446392257
78SU,2043,adv_conv,120-140,0.0023319681928550195,0.011293076143986842
78SU,2043,adv_conv,140-160,0.0011660678676917616,0.006506323653815299
78SU,2043,adv_conv,160-180,1.499825548792382e-4,9.672026832426405e-4
78SU,2043,adv_conv,180-200,1.5368914513570384e-4,0.0011275376831081472
78SU,2043,adv_conv,>200,3.3205428691109485e-5,2.7406241743630204e-4
78SU,2043,hev,0-20,0.2685059166696816,0.1160149700207245
78SU,2043,hev,20-40,0.21088810925496992,0.22297565485074983
78SU,2043,hev,40-60,0.04558620881262657,0.08086737789630452
78SU,2043,hev,60-80,0.015649410056449795,0.04087176126919346
78SU,2043,hev,80-100,0.004174199722363393,0.013414972172879343
78SU,2043,hev,100-120,9.011669553644035e-4,0.0035220287612546665
78SU,2043,hev,120-140,0.0023316301124685405,0.011291438914302922
78SU,2043,hev,140-160,0.0011658988153536644,0.006505380390342761
78SU,2043,hev,160-180,1.4996081094624885e-4,9.670624616658814e-4
78SU,2043,hev,180-200,1.5366686383455044e-4,0.001127374216738047
78SU,2043,hev,>200,3.3200614687128e-5,2.7402268484977266e-4
78SU,2043,phev,0-20,0,0
78SU,2043,phev,20-40,1.2327743659602347e-4,1.300225975910098e-4
78SU,2043,phev,40-60,0.003256561599177335,0.00579815180821088
78SU,2043,phev,60-80,0.004294909650852334,0.011224728713139641
78SU,2043,phev,80-100,0.0015946436285917153,0.005126125485412309
78SU,2043,phev,100-120,4.4387791379916965e-4,0.0017351143151971764
78SU,2043,phev,120-140,0.0012954582861370314,0.006273545716244566
78SU,2043,phev,140-160,6.893885213414949e-4,0.003846589866121402
78SU,2043,phev,160-180,9.316537851576102e-5,6.008019009831792e-4
78SU,2043,phev,180-200,9.736212229250424e-5,7.142954806290951e-4
78SU,2043,phev,>200,2.137633928872314e-5,1.7643052513803632e-4
78SU,2043,bev,0-20,0,0
78SU,2043,bev,20-40,0,0
78SU,2043,bev,40-60,1.3216784136529107e-5,2.3791993720236655e-5
78SU,2043,bev,60-80,0,0
78SU,2043,bev,80-100,0,0
78SU,2043,bev,100-120,0,0
78SU,2043,bev,120-140,0,0
78SU,2043,bev,140-160,0,0
78SU,2043,bev,160-180,0,0
78SU,2043,bev,180-200,0,0
78SU,2043,bev,>200,0,0
78SU,2043,fcev,0-20,0,0
78SU,2043,fcev,20-40,1.2652911162769006e-4,1.3345218897296393e-4
78SU,2043,fcev,40-60,0.0035536180341344753,0.006331202737600099
78SU,2043,fcev,60-80,0.004590289226289294,0.011999170280679976
78SU,2043,fcev,80-100,0.001677092501434324,0.005391798654226932
78SU,2043,fcev,100-120,4.7407240613802764e-4,0.0018532842827898304
78SU,2043,fcev,120-140,0.0013557461283187043,0.006563473987416378
78SU,2043,fcev,140-160,7.264812730219556e-4,0.004053556762586363
78SU,2043,fcev,160-180,9.562279118997328e-5,6.166491849172762e-4
78SU,2043,fcev,180-200,9.993023200365977e-5,7.331363719043185e-4
78SU,2043,fcev,>200,2.2211003370860463e-5,1.8331946062583664e-4
78SU,2044,conventional_ice,0-20,0.03523032913579434,0.015215129049536199
78SU,2044,conventional_ice,20-40,5.388740305308791e-4,5.697599710236823e-4
78SU,2044,conventional_ice,40-60,1.3202637925683965e-4,2.342828364536335e-4
78SU,2044,conventional_ice,60-80,5.4581629360405884e-5,1.4257640187676765e-4
78SU,2044,conventional_ice,80-100,1.578346740285224e-5,5.0729086448400117e-5
78SU,2044,conventional_ice,100-120,3.6949090003722888e-6,1.4441857668838071e-5
78SU,2044,conventional_ice,120-140,9.935076605216672e-6,4.8110068694367155e-5
78SU,2044,conventional_ice,140-160,5.0903686583639e-6,2.8402794490953183e-5
78SU,2044,conventional_ice,160-180,6.638026247458338e-7,4.2807090485598415e-6
78SU,2044,conventional_ice,180-200,6.854211029084242e-7,5.028579745462167e-6
78SU,2044,conventional_ice,>200,1.4939469432277524e-7,1.2330354611328807e-6
78SU,2044,adv_conv,0-20,0.11112387159151524,0.04803657068683717
78SU,2044,adv_conv,20-40,0.18816911378983692,0.19895736096962474
78SU,2044,adv_conv,40-60,0.04042029804756221,0.07169563022189906
78SU,2044,adv_conv,60-80,0.014087710206071344,0.036795444640853735
78SU,2044,adv_conv,80-100,0.0038131549824906414,0.012255099346473241
78SU,2044,adv_conv,100-120,8.403276237017092e-4,0.0032842696989307633
78SU,2044,adv_conv,120-140,0.002204391342542922,0.010674645313084156
78SU,2044,adv_conv,140-160,0.0011087026594104859,0.0061862422744309855
78SU,2044,adv_conv,160-180,1.4352472723420655e-4,9.255576517173258e-4
78SU,2044,adv_conv,180-200,1.4733351594136115e-4,0.0010809097224271501
78SU,2044,adv_conv,>200,3.1976907212069004e-5,2.639227631782499e-4
78SU,2044,hev,0-20,0.29178898313995183,0.1259717690259982
78SU,2044,hev,20-40,0.20446978630267992,0.21619259538119534
78SU,2044,hev,40-60,0.040755932372743844,0.07228691711258048
78SU,2044,hev,60-80,0.014096304582664233,0.036817892143217186
78SU,2044,hev,80-100,0.0038154812434263935,0.012262575716829118
78SU,2044,hev,100-120,8.408402756482539e-4,0.003286273307055316
78SU,2044,hev,120-140,0.0022057361579230503,0.010681157508499465
78SU,2044,hev,140-160,0.0011093790367667157,0.0061900162657343
78SU,2044,hev,160-180,1.4361228621563072e-4,9.261222992647933e-4
78SU,2044,hev,180-200,1.4742339852002247e-4,0.0010815691443687978
78SU,2044,hev,>200,3.1996415107875804e-5,2.640837724256727e-4
78SU,2044,phev,0-20,0,0
78SU,2044,phev,20-40,0.0028238689785813013,0.0029817807614537792
78SU,2044,phev,40-60,0.0077531523152907685,0.01378361561742581
78SU,2044,phev,60-80,0.005925644622874229,0.015482746431032621
78SU,2044,phev,80-100,0.0019441093719325662,0.00624944012863694
78SU,2044,phev,100-120,5.046710058942292e-4,0.0019727006973665594
78SU,2044,phev,120-140,0.001413946710974633,0.0068469601290689335
78SU,2044,phev,140-160,7.471933880291927e-4,0.00416912441308589
78SU,2044,phev,160-180,9.864559409768019e-5,6.361425392317285e-4
78SU,2044,phev,180-200,1.0290344656103735e-4,7.549493076874465e-4
78SU,2044,phev,>200,2.2609596148068698e-5,1.866092630587619e-4
78SU,2044,bev,0-20,0,0
78SU,2044,bev,20-40,0,0
78SU,2044,bev,40-60,6.767940619542954e-4,0.001207648643718529
78SU,2044,bev,60-80,0,0
78SU,2044,bev,80-100,0,0
78SU,2044,bev,100-120,0,0
78SU,2044,bev,120-140,0,0
78SU,2044,bev,140-160,0,0
78SU,2044,bev,160-180,0,0
78SU,2044,bev,180-200,0,0
78SU,2044,bev,>200,0,0
78SU,2044,fcev,0-20,0,0
78SU,2044,fcev,20-40,0.0016033709810089297,0.0016925253924492878
78SU,2044,fcev,40-60,0.007676679355156554,0.013656109834160591
78SU,2044,fcev,60-80,0.0061084911393445886,0.01596049466442821
78SU,2044,fcev,80-100,0.0020572089429449075,0.006612311915713431
78SU,2044,fcev,100-120,5.367329232336611e-4,0.002098153645297547
78SU,2044,fcev,120-140,0.0014965281840182796,0.007246856425683873
78SU,2044,fcev,140-160,7.855329341861271e-4,0.00438304806448638
78SU,2044,fcev,160-180,1.0333642775766282e-4,6.663926366929509e-4
78SU,2044,fcev,180-200,1.0738812196715354e-4,7.878510491373025e-4
78SU,2044,fcev,>200,2.3497677846059345e-5,1.9393908311006632e-4
78SU,2045,conventional_ice,0-20,0.008579544701246984,0.003666873867666692
78SU,2045,conventional_ice,20-40,2.8927279080517864e-4,3.0585266234620296e-4
78SU,2045,conventional_ice,40-60,7.087303715472823e-5,1.2576529225566312e-4
78SU,2045,conventional_ice,60-80,2.9299946475848635e-5,7.653639132177991e-5
78SU,2045,conventional_ice,80-100,8.472717936894696e-6,2.7231864184416773e-5
78SU,2045,conventional_ice,100-120,1.9834628832565712e-6,7.752528857551945e-6
78SU,2045,conventional_ice,120-140,5.3332451994818205e-6,2.5825950126670257e-5
78SU,2045,conventional_ice,140-160,2.7325591225496274e-6,1.5246894753807847e-5
78SU,2045,conventional_ice,160-180,3.563356683098501e-7,2.2979260141410998e-6
78SU,2045,conventional_ice,180-200,3.679406764504223e-7,2.699390236570292e-6
78SU,2045,conventional_ice,>200,8.019651664354786e-8,6.619053596855395e-7
78SU,2045,adv_conv,0-20,0.13844990054302198,0.059842528974068346
78SU,2045,adv_conv,20-40,0.18126738985006535,0.1916675785746661
78SU,2045,adv_conv,40-60,0.03483102677303718,0.061777372055263007
78SU,2045,adv_conv,60-80,0.012896537470761974,0.03368435675631038
78SU,2045,adv_conv,80-100,0.003534533433807505,0.011359704213814874
78SU,2045,adv_conv,100-120,7.991301144086237e-4,0.0031233585937514192
78SU,2045,adv_conv,120-140,0.002105936842410286,0.010197884745162256
78SU,2045,adv_conv,140-160,0.0010643365933201046,0.005938692373410228
78SU,2045,adv_conv,160-180,1.3818314955144783e-4,8.911110571005515e-4
78SU,2045,adv_conv,180-200,1.426834472147175e-4,0.0010467945758193408
78SU,2045,adv_conv,>200,3.1022737725908874e-5,2.5604748475755557e-4
78SU,2045,hev,0-20,0.29111373862299245,0.1257140659206365
78SU,2045,hev,20-40,0.19256874725806217,0.20361734963271078
78SU,2045,hev,40-60,0.034930581158601724,0.06195254872283304
78SU,2045,hev,60-80,0.012910509569880081,0.03372085036340421
78SU,2045,hev,80-100,0.0035383627447047434,0.011372011308923747
78SU,2045,hev,100-120,7.999958913810938e-4,0.003126742438132303
78SU,2045,hev,120-140,0.0021082184128213633,0.010208933125921627
78SU,2045,hev,140-160,0.0010654896947948698,0.005945126348317165
78SU,2045,hev,160-180,1.3833285707304908e-4,8.920764861580236e-4
78SU,2045,hev,180-200,1.4283803035546494e-4,0.0010479286722853733
78SU,2045,hev,>200,3.105634773692185e-5,2.5632488641238625e-4
78SU,2045,phev,0-20,0,0
78SU,2045,phev,20-40,0.014456345416631409,0.015272073962907924
